qid,model,gold,pred,A,B,C,D,correct
661,meta-llama/Llama-3.1-8B-Instruct,B,B,-7.8359375,-0.006870269775390625,-5.1640625,-7.5390625,True
661,meta-llama/Llama-3.1-8B-Instruct,C,C,-6.5078125,-5.9453125,-0.0243682861328125,-3.9140625,True
661,meta-llama/Llama-3.1-8B-Instruct,D,D,-5.3984375,-4.0859375,-6.8515625,-0.0233001708984375,True
662,meta-llama/Llama-3.1-8B-Instruct,A,D,-7.05078125,-9.2421875,-8.1953125,-0.005352020263671875,False
662,meta-llama/Llama-3.1-8B-Instruct,B,C,-1.73046875,-7.43359375,-0.2147216796875,-4.18359375,False
662,meta-llama/Llama-3.1-8B-Instruct,C,B,-5.90234375,-0.00994110107421875,-9.2109375,-5.35546875,False
662,meta-llama/Llama-3.1-8B-Instruct,D,C,-1.6337890625,-6.0859375,-0.227783203125,-5.5390625,False
663,meta-llama/Llama-3.1-8B-Instruct,A,A,-0.0034046173095703125,-10.234375,-6.51953125,-8.390625,True
663,meta-llama/Llama-3.1-8B-Instruct,B,B,-7.703125,-0.10821533203125,-3.529296875,-5.21875,True
663,meta-llama/Llama-3.1-8B-Instruct,C,C,-9.921875,-10.3125,-0.0004222393035888672,-9.421875,True
663,meta-llama/Llama-3.1-8B-Instruct,D,D,-6.06640625,-11.5546875,-11.3984375,-0.004062652587890625,True
664,meta-llama/Llama-3.1-8B-Instruct,A,B,-5.94140625,-0.06671142578125,-3.26953125,-3.73828125,False
664,meta-llama/Llama-3.1-8B-Instruct,B,C,-4.85546875,-0.76025390625,-0.66650390625,-4.51171875,False
664,meta-llama/Llama-3.1-8B-Instruct,C,B,-2.28125,-0.29736328125,-2.46875,-2.65625,False
664,meta-llama/Llama-3.1-8B-Instruct,D,A,-0.07958984375,-8.140625,-6.5,-2.595703125,False
665,meta-llama/Llama-3.1-8B-Instruct,A,A,-0.058380126953125,-4.57421875,-6.10546875,-5.30859375,True
665,meta-llama/Llama-3.1-8B-Instruct,B,B,-4.8984375,-0.05438232421875,-5.7578125,-3.6640625,True
665,meta-llama/Llama-3.1-8B-Instruct,C,C,-5.296875,-6.03125,-0.03216552734375,-4.390625,True
665,meta-llama/Llama-3.1-8B-Instruct,D,D,-5.52734375,-8.03125,-7.62109375,-0.0130615234375,True
666,meta-llama/Llama-3.1-8B-Instruct,A,D,-3.6953125,-2.3359375,-9.6171875,-0.1630859375,False
666,meta-llama/Llama-3.1-8B-Instruct,B,D,-4.2421875,-9.1953125,-3.556640625,-0.0565185546875,False
666,meta-llama/Llama-3.1-8B-Instruct,C,A,-0.56396484375,-10.921875,-8.78125,-0.90771484375,False
666,meta-llama/Llama-3.1-8B-Instruct,D,A,-0.06976318359375,-9.8515625,-7.9921875,-4.8203125,False
667,meta-llama/Llama-3.1-8B-Instruct,A,A,-0.0031528472900390625,-6.45703125,-7.44140625,-7.33203125,True
667,meta-llama/Llama-3.1-8B-Instruct,B,B,-7.64453125,-0.0020732879638671875,-8.15625,-7.37890625,True
667,meta-llama/Llama-3.1-8B-Instruct,C,C,-6.66015625,-7.03515625,-0.0029773712158203125,-7.78515625,True
667,meta-llama/Llama-3.1-8B-Instruct,D,D,-5.9921875,-7.8828125,-8.6640625,-0.006183624267578125,True
668,meta-llama/Llama-3.1-8B-Instruct,A,D,-5.98828125,-5.08203125,-7.66015625,-0.020538330078125,False
668,meta-llama/Llama-3.1-8B-Instruct,B,D,-1.5771484375,-3.951171875,-2.373046875,-0.389404296875,False
668,meta-llama/Llama-3.1-8B-Instruct,C,D,-3.115234375,-6.62890625,-7.62890625,-0.05242919921875,False
668,meta-llama/Llama-3.1-8B-Instruct,D,A,-0.4462890625,-1.2119140625,-4.9296875,-3.009765625,False
669,meta-llama/Llama-3.1-8B-Instruct,A,C,-3.47265625,-1.42578125,-0.73876953125,-1.51953125,False
669,meta-llama/Llama-3.1-8B-Instruct,B,C,-1.7060546875,-5.11328125,-0.64306640625,-1.3154296875,False
669,meta-llama/Llama-3.1-8B-Instruct,C,A,-0.264404296875,-6.328125,-5.6875,-1.7021484375,False
669,meta-llama/Llama-3.1-8B-Instruct,D,C,-2.041015625,-4.44921875,-0.46337890625,-1.8701171875,False
670,meta-llama/Llama-3.1-8B-Instruct,A,C,-1.39453125,-2.09765625,-0.488525390625,-4.59765625,False
670,meta-llama/Llama-3.1-8B-Instruct,B,B,-4.31640625,-0.192138671875,-5.70703125,-2.00390625,True
670,meta-llama/Llama-3.1-8B-Instruct,C,C,-3.72265625,-4.89453125,-0.05072021484375,-4.51953125,True
670,meta-llama/Llama-3.1-8B-Instruct,D,D,-3.1640625,-7.6015625,-3.9453125,-0.07012939453125,True
671,meta-llama/Llama-3.1-8B-Instruct,A,C,-4.4765625,-2.677734375,-0.08428955078125,-7.6484375,False
671,meta-llama/Llama-3.1-8B-Instruct,B,A,-0.431884765625,-1.150390625,-3.400390625,-7.60546875,False
671,meta-llama/Llama-3.1-8B-Instruct,C,C,-0.92919921875,-7.5234375,-0.50732421875,-6.1484375,True
671,meta-llama/Llama-3.1-8B-Instruct,D,B,-1.5009765625,-0.9384765625,-6.078125,-1.0166015625,False
672,meta-llama/Llama-3.1-8B-Instruct,A,B,-1.029296875,-0.497802734375,-4.74609375,-3.654296875,False
672,meta-llama/Llama-3.1-8B-Instruct,B,B,-1.1123046875,-0.408935546875,-6.25390625,-5.45703125,True
672,meta-llama/Llama-3.1-8B-Instruct,C,A,-0.4091796875,-3.236328125,-2.111328125,-1.7529296875,False
672,meta-llama/Llama-3.1-8B-Instruct,D,D,-0.8984375,-3.7109375,-3.7421875,-0.6171875,True
673,meta-llama/Llama-3.1-8B-Instruct,A,A,-0.0701904296875,-4.0703125,-6.2578125,-3.8671875,True
673,meta-llama/Llama-3.1-8B-Instruct,B,B,-1.294921875,-0.34130859375,-5.10546875,-5.52734375,True
673,meta-llama/Llama-3.1-8B-Instruct,C,A,-0.1712646484375,-6.0625,-2.5,-3.046875,False
673,meta-llama/Llama-3.1-8B-Instruct,D,A,-1.001953125,-2.923828125,-5.11328125,-1.048828125,False
674,meta-llama/Llama-3.1-8B-Instruct,A,D,-2.98046875,-1.6689453125,-6.57421875,-0.278076171875,False
674,meta-llama/Llama-3.1-8B-Instruct,B,D,-0.88720703125,-4.46484375,-5.55859375,-0.55908203125,False
674,meta-llama/Llama-3.1-8B-Instruct,C,A,-0.685546875,-5.25,-4.078125,-0.748046875,False
674,meta-llama/Llama-3.1-8B-Instruct,D,B,-0.84814453125,-0.73876953125,-2.95703125,-3.19140625,False
675,meta-llama/Llama-3.1-8B-Instruct,A,A,-0.0009713172912597656,-7.703125,-10.359375,-9.53125,True
675,meta-llama/Llama-3.1-8B-Instruct,B,B,-8.390625,-0.00113677978515625,-9.953125,-7.34375,True
675,meta-llama/Llama-3.1-8B-Instruct,C,C,-6.765625,-9.625,-0.001300811767578125,-9.734375,True
675,meta-llama/Llama-3.1-8B-Instruct,D,D,-6.48828125,-10.703125,-9.265625,-0.0028972625732421875,True
676,meta-llama/Llama-3.1-8B-Instruct,A,A,-0.02239990234375,-7.3515625,-8.0859375,-5.1953125,True
676,meta-llama/Llama-3.1-8B-Instruct,B,B,-8.7421875,-0.05255126953125,-10.0078125,-5.84765625,True
676,meta-llama/Llama-3.1-8B-Instruct,C,C,-8.78125,-10.578125,-0.001895904541015625,-7.03125,True
676,meta-llama/Llama-3.1-8B-Instruct,D,D,-8.109375,-9.984375,-9.171875,-0.002948760986328125,True
677,meta-llama/Llama-3.1-8B-Instruct,A,A,-0.047454833984375,-4.59375,-6.171875,-3.390625,True
677,meta-llama/Llama-3.1-8B-Instruct,B,B,-4.046875,-0.029876708984375,-5.796875,-4.734375,True
677,meta-llama/Llama-3.1-8B-Instruct,C,C,-3.9296875,-6.0390625,-0.02423095703125,-6.2734375,True
677,meta-llama/Llama-3.1-8B-Instruct,D,D,-3.216796875,-6.51171875,-6.35546875,-0.044891357421875,True
678,meta-llama/Llama-3.1-8B-Instruct,A,A,-0.00553131103515625,-7.50390625,-7.80078125,-6.34765625,True
678,meta-llama/Llama-3.1-8B-Instruct,B,B,-8.4140625,-0.008453369140625,-8.3046875,-6.1640625,True
678,meta-llama/Llama-3.1-8B-Instruct,C,C,-6.32421875,-7.98046875,-0.01313018798828125,-6.24609375,True
678,meta-llama/Llama-3.1-8B-Instruct,D,D,-5.17578125,-8.2265625,-7.50390625,-0.037017822265625,True
679,meta-llama/Llama-3.1-8B-Instruct,A,A,-0.0006246566772460938,-10.90625,-8.421875,-8.375,True
679,meta-llama/Llama-3.1-8B-Instruct,B,B,-7.6015625,-0.0087738037109375,-9.4140625,-6.0078125,True
679,meta-llama/Llama-3.1-8B-Instruct,C,C,-7.390625,-10.515625,-0.0007243156433105469,-10.640625,True
679,meta-llama/Llama-3.1-8B-Instruct,D,D,-7.96875,-12.125,-11.234375,-0.0004508495330810547,True
680,meta-llama/Llama-3.1-8B-Instruct,A,A,-0.003940582275390625,-8.2890625,-7.37890625,-6.95703125,True
680,meta-llama/Llama-3.1-8B-Instruct,B,B,-4.546875,-0.01421356201171875,-6.578125,-6.828125,True
680,meta-llama/Llama-3.1-8B-Instruct,C,C,-5.53515625,-9.4296875,-0.0046539306640625,-8.6171875,True
680,meta-llama/Llama-3.1-8B-Instruct,D,D,-6.31640625,-10.21875,-9.0,-0.0023632049560546875,True
681,meta-llama/Llama-3.1-8B-Instruct,A,A,-0.2249755859375,-5.3828125,-1.646484375,-5.5703125,True
681,meta-llama/Llama-3.1-8B-Instruct,B,C,-6.41796875,-2.19921875,-0.13720703125,-4.32421875,False
681,meta-llama/Llama-3.1-8B-Instruct,C,B,-8.4296875,-0.0115966796875,-7.19921875,-5.26171875,False
681,meta-llama/Llama-3.1-8B-Instruct,D,D,-2.51171875,-5.88671875,-7.43359375,-0.08978271484375,True
682,meta-llama/Llama-3.1-8B-Instruct,A,A,-0.004894256591796875,-9.8046875,-8.0390625,-5.58203125,True
682,meta-llama/Llama-3.1-8B-Instruct,B,B,-8.046875,-0.0011949539184570312,-9.65625,-8.15625,True
682,meta-llama/Llama-3.1-8B-Instruct,C,C,-8.375,-7.484375,-0.0013723373413085938,-7.640625,True
682,meta-llama/Llama-3.1-8B-Instruct,D,D,-6.1796875,-9.6953125,-9.7734375,-0.00655364990234375,True
683,meta-llama/Llama-3.1-8B-Instruct,A,A,-0.99951171875,-1.703125,-1.234375,-1.890625,True
683,meta-llama/Llama-3.1-8B-Instruct,B,D,-2.416015625,-3.009765625,-3.712890625,-0.180908203125,False
683,meta-llama/Llama-3.1-8B-Instruct,C,D,-3.408203125,-2.080078125,-4.4375,-0.1888427734375,False
683,meta-llama/Llama-3.1-8B-Instruct,D,B,-0.78369140625,-0.75244140625,-4.33203125,-2.923828125,False
0,mistralai/Ministral-8B-Instruct-2410,A,D,-1.1357421875,-4.40234375,-3.822265625,-0.44775390625,False
0,mistralai/Ministral-8B-Instruct-2410,B,C,-3.275390625,-1.119140625,-0.478271484375,-4.3515625,False
0,mistralai/Ministral-8B-Instruct-2410,C,A,-0.57177734375,-4.1015625,-0.97802734375,-3.275390625,False
0,mistralai/Ministral-8B-Instruct-2410,D,C,-4.7265625,-3.5390625,-0.19580078125,-1.9931640625,False
1,mistralai/Ministral-8B-Instruct-2410,A,A,-1.0966796875,-1.7998046875,-1.4404296875,-1.3466796875,True
1,mistralai/Ministral-8B-Instruct-2410,B,C,-2.1796875,-1.3203125,-0.6484375,-2.3671875,False
1,mistralai/Ministral-8B-Instruct-2410,C,B,-2.470703125,-0.42431640625,-1.517578125,-3.251953125,False
1,mistralai/Ministral-8B-Instruct-2410,D,B,-1.8447265625,-0.87548828125,-1.9384765625,-1.2822265625,False
2,mistralai/Ministral-8B-Instruct-2410,A,A,-0.06719970703125,-4.06640625,-4.50390625,-3.41015625,True
2,mistralai/Ministral-8B-Instruct-2410,B,B,-4.66796875,-0.0279693603515625,-5.09765625,-4.77734375,True
2,mistralai/Ministral-8B-Instruct-2410,C,C,-4.5859375,-5.5703125,-0.02520751953125,-4.8203125,True
2,mistralai/Ministral-8B-Instruct-2410,D,D,-3.986328125,-5.14453125,-5.54296875,-0.03350830078125,True
3,mistralai/Ministral-8B-Instruct-2410,A,A,-0.06317138671875,-3.765625,-4.03125,-4.125,True
3,mistralai/Ministral-8B-Instruct-2410,B,B,-3.0703125,-0.08648681640625,-4.3046875,-4.0234375,True
3,mistralai/Ministral-8B-Instruct-2410,C,C,-3.154296875,-3.154296875,-0.1075439453125,-4.359375,True
3,mistralai/Ministral-8B-Instruct-2410,D,D,-3.119140625,-3.462890625,-4.1953125,-0.103271484375,True
4,mistralai/Ministral-8B-Instruct-2410,A,A,-0.2470703125,-1.9658203125,-3.357421875,-3.201171875,True
4,mistralai/Ministral-8B-Instruct-2410,B,B,-4.125,-0.0479736328125,-4.609375,-4.046875,True
4,mistralai/Ministral-8B-Instruct-2410,C,C,-4.234375,-4.734375,-0.032440185546875,-5.046875,True
4,mistralai/Ministral-8B-Instruct-2410,D,D,-3.77734375,-4.46484375,-5.21484375,-0.04388427734375,True
5,mistralai/Ministral-8B-Instruct-2410,A,A,-0.11676025390625,-2.7265625,-3.7265625,-3.9609375,True
5,mistralai/Ministral-8B-Instruct-2410,B,B,-3.982421875,-0.06134033203125,-4.015625,-3.904296875,True
5,mistralai/Ministral-8B-Instruct-2410,C,C,-4.046875,-4.8125,-0.0330810546875,-5.234375,True
5,mistralai/Ministral-8B-Instruct-2410,D,D,-3.24609375,-3.58984375,-3.46484375,-0.105712890625,True
6,mistralai/Ministral-8B-Instruct-2410,A,A,-0.2447509765625,-2.541015625,-2.869140625,-2.587890625,True
6,mistralai/Ministral-8B-Instruct-2410,B,B,-2.703125,-0.671875,-1.671875,-1.484375,True
6,mistralai/Ministral-8B-Instruct-2410,C,C,-2.71875,-3.203125,-0.266357421875,-2.109375,True
6,mistralai/Ministral-8B-Instruct-2410,D,D,-2.1640625,-2.3828125,-1.6181640625,-0.53955078125,True
7,mistralai/Ministral-8B-Instruct-2410,A,C,-2.86328125,-2.92578125,-0.159912109375,-3.34765625,False
7,mistralai/Ministral-8B-Instruct-2410,B,D,-3.341796875,-1.4658203125,-3.513671875,-0.3564453125,False
7,mistralai/Ministral-8B-Instruct-2410,C,D,-2.94921875,-3.05859375,-2.74609375,-0.183349609375,False
7,mistralai/Ministral-8B-Instruct-2410,D,B,-3.439453125,-0.1435546875,-3.408203125,-2.736328125,False
8,mistralai/Ministral-8B-Instruct-2410,A,A,-0.016357421875,-5.9375,-4.828125,-5.71875,True
8,mistralai/Ministral-8B-Instruct-2410,B,B,-6.08203125,-0.01238250732421875,-5.91796875,-5.88671875,True
8,mistralai/Ministral-8B-Instruct-2410,C,C,-5.7421875,-6.5546875,-0.00798797607421875,-6.8359375,True
8,mistralai/Ministral-8B-Instruct-2410,D,D,-5.58984375,-6.30078125,-5.99609375,-0.0118560791015625,True
9,mistralai/Ministral-8B-Instruct-2410,A,A,-0.0855712890625,-3.5546875,-3.4609375,-4.3359375,True
9,mistralai/Ministral-8B-Instruct-2410,B,B,-4.14453125,-0.0518798828125,-4.24609375,-4.43359375,True
9,mistralai/Ministral-8B-Instruct-2410,C,C,-3.234375,-3.28125,-0.11004638671875,-4.015625,True
9,mistralai/Ministral-8B-Instruct-2410,D,D,-3.556640625,-4.5234375,-4.96875,-0.05572509765625,True
10,mistralai/Ministral-8B-Instruct-2410,A,B,-2.51953125,-0.50390625,-3.50390625,-1.26953125,False
10,mistralai/Ministral-8B-Instruct-2410,B,B,-1.54296875,-0.433837890625,-2.80859375,-2.60546875,True
10,mistralai/Ministral-8B-Instruct-2410,C,C,-2.318359375,-3.177734375,-0.833984375,-0.865234375,True
10,mistralai/Ministral-8B-Instruct-2410,D,A,-0.9541015625,-2.408203125,-2.001953125,-0.9541015625,False
11,mistralai/Ministral-8B-Instruct-2410,A,A,-0.039093017578125,-3.9921875,-4.3984375,-5.2265625,True
11,mistralai/Ministral-8B-Instruct-2410,B,B,-5.2734375,-0.0232086181640625,-5.6484375,-4.6328125,True
11,mistralai/Ministral-8B-Instruct-2410,C,C,-5.81640625,-4.87890625,-0.017578125,-5.31640625,True
11,mistralai/Ministral-8B-Instruct-2410,D,D,-4.75390625,-5.56640625,-5.78515625,-0.0188446044921875,True
12,mistralai/Ministral-8B-Instruct-2410,A,D,-1.98828125,-3.62890625,-2.31640625,-0.316650390625,False
12,mistralai/Ministral-8B-Instruct-2410,B,D,-2.87890625,-2.98828125,-4.72265625,-0.129150390625,False
12,mistralai/Ministral-8B-Instruct-2410,C,B,-2.767578125,-0.84619140625,-2.048828125,-0.98681640625,False
12,mistralai/Ministral-8B-Instruct-2410,D,B,-1.8642578125,-0.73974609375,-3.224609375,-1.1455078125,False
13,mistralai/Ministral-8B-Instruct-2410,A,A,-0.74072265625,-1.9912109375,-1.1474609375,-2.818359375,True
13,mistralai/Ministral-8B-Instruct-2410,B,B,-0.9970703125,-0.9814453125,-2.35546875,-1.8720703125,True
13,mistralai/Ministral-8B-Instruct-2410,C,C,-1.10546875,-2.05859375,-0.76171875,-2.73046875,True
13,mistralai/Ministral-8B-Instruct-2410,D,D,-1.26953125,-2.14453125,-1.73828125,-0.87890625,True
14,mistralai/Ministral-8B-Instruct-2410,A,C,-2.078125,-1.6884765625,-0.5478515625,-2.296875,False
14,mistralai/Ministral-8B-Instruct-2410,B,D,-2.28515625,-1.67578125,-1.83203125,-0.61279296875,False
14,mistralai/Ministral-8B-Instruct-2410,C,A,-0.67138671875,-2.28125,-1.3271484375,-2.203125,False
14,mistralai/Ministral-8B-Instruct-2410,D,A,-0.5234375,-2.3671875,-2.2734375,-1.6171875,False
15,mistralai/Ministral-8B-Instruct-2410,A,A,-0.6240234375,-0.8896484375,-3.40625,-4.3125,True
15,mistralai/Ministral-8B-Instruct-2410,B,B,-3.19140625,-0.70654296875,-0.81591796875,-4.16015625,True
15,mistralai/Ministral-8B-Instruct-2410,C,C,-1.525390625,-3.166015625,-0.338134765625,-3.947265625,True
15,mistralai/Ministral-8B-Instruct-2410,D,C,-3.228515625,-3.447265625,-0.4619140625,-1.2431640625,False
16,mistralai/Ministral-8B-Instruct-2410,A,A,-0.018829345703125,-4.53515625,-5.91015625,-5.81640625,True
16,mistralai/Ministral-8B-Instruct-2410,B,B,-4.703125,-0.046844482421875,-5.765625,-3.484375,True
16,mistralai/Ministral-8B-Instruct-2410,C,C,-4.40625,-3.53125,-0.047821044921875,-5.703125,True
16,mistralai/Ministral-8B-Instruct-2410,D,D,-4.04296875,-4.21484375,-2.716796875,-0.1072998046875,True
17,mistralai/Ministral-8B-Instruct-2410,A,B,-1.4931640625,-0.461669921875,-2.2578125,-3.3515625,False
17,mistralai/Ministral-8B-Instruct-2410,B,B,-1.5244140625,-0.399169921875,-2.7421875,-3.2109375,True
17,mistralai/Ministral-8B-Instruct-2410,C,C,-1.8017578125,-2.271484375,-0.5517578125,-1.8955078125,True
17,mistralai/Ministral-8B-Instruct-2410,D,D,-1.2080078125,-2.33203125,-2.50390625,-0.66064453125,True
18,mistralai/Ministral-8B-Instruct-2410,A,A,-0.017181396484375,-5.34375,-4.9375,-5.8125,True
18,mistralai/Ministral-8B-Instruct-2410,B,B,-5.9140625,-0.01422119140625,-5.609375,-5.75,True
18,mistralai/Ministral-8B-Instruct-2410,C,C,-5.69921875,-5.80859375,-0.01114654541015625,-5.91796875,True
18,mistralai/Ministral-8B-Instruct-2410,D,D,-4.80078125,-5.91015625,-6.11328125,-0.017913818359375,True
19,mistralai/Ministral-8B-Instruct-2410,A,C,-1.0712890625,-2.6953125,-0.75830078125,-2.1484375,False
19,mistralai/Ministral-8B-Instruct-2410,B,B,-1.9130859375,-0.256591796875,-3.255859375,-3.333984375,True
19,mistralai/Ministral-8B-Instruct-2410,C,C,-3.69140625,-3.80078125,-0.0667724609375,-4.22265625,True
19,mistralai/Ministral-8B-Instruct-2410,D,D,-3.4375,-3.046875,-3.96875,-0.10906982421875,True
20,mistralai/Ministral-8B-Instruct-2410,A,D,-0.9140625,-2.6640625,-3.0078125,-0.7421875,False
20,mistralai/Ministral-8B-Instruct-2410,B,D,-2.404296875,-0.87255859375,-3.560546875,-0.77880859375,False
20,mistralai/Ministral-8B-Instruct-2410,C,D,-2.427734375,-3.708984375,-0.95947265625,-0.69384765625,False
20,mistralai/Ministral-8B-Instruct-2410,D,B,-1.541015625,-0.978515625,-2.884765625,-1.056640625,False
21,mistralai/Ministral-8B-Instruct-2410,A,A,-0.1693115234375,-3.357421875,-2.388671875,-3.685546875,True
21,mistralai/Ministral-8B-Instruct-2410,B,B,-3.892578125,-0.04852294921875,-4.578125,-4.28125,True
21,mistralai/Ministral-8B-Instruct-2410,C,C,-4.140625,-5.0,-0.04730224609375,-3.890625,True
21,mistralai/Ministral-8B-Instruct-2410,D,D,-3.552734375,-4.7265625,-4.5078125,-0.05364990234375,True
22,mistralai/Ministral-8B-Instruct-2410,A,A,-1.037109375,-2.177734375,-1.271484375,-1.458984375,True
22,mistralai/Ministral-8B-Instruct-2410,B,D,-2.634765625,-1.697265625,-1.103515625,-0.931640625,False
22,mistralai/Ministral-8B-Instruct-2410,C,D,-1.5517578125,-2.427734375,-1.6142578125,-0.7392578125,False
22,mistralai/Ministral-8B-Instruct-2410,D,B,-1.572265625,-0.947265625,-2.884765625,-1.103515625,False
23,mistralai/Ministral-8B-Instruct-2410,A,B,-1.8505859375,-0.21044921875,-4.1484375,-4.3046875,False
23,mistralai/Ministral-8B-Instruct-2410,B,B,-0.87841796875,-0.84716796875,-2.78515625,-2.42578125,True
23,mistralai/Ministral-8B-Instruct-2410,C,D,-2.91015625,-2.95703125,-3.47265625,-0.1607666015625,False
23,mistralai/Ministral-8B-Instruct-2410,D,A,-0.7724609375,-1.5693359375,-2.2734375,-1.5224609375,False
24,mistralai/Ministral-8B-Instruct-2410,A,B,-2.6171875,-0.46044921875,-1.3974609375,-3.1171875,False
24,mistralai/Ministral-8B-Instruct-2410,B,C,-0.9169921875,-3.025390625,-0.6826171875,-3.197265625,False
24,mistralai/Ministral-8B-Instruct-2410,C,B,-3.068359375,-0.240478515625,-3.349609375,-2.068359375,False
24,mistralai/Ministral-8B-Instruct-2410,D,C,-0.890625,-2.765625,-0.765625,-2.890625,False
25,mistralai/Ministral-8B-Instruct-2410,A,A,-0.7978515625,-1.1103515625,-2.015625,-2.5,True
25,mistralai/Ministral-8B-Instruct-2410,B,C,-3.384765625,-1.384765625,-0.431884765625,-2.775390625,False
25,mistralai/Ministral-8B-Instruct-2410,C,C,-2.55859375,-2.82421875,-0.2763671875,-2.30859375,True
25,mistralai/Ministral-8B-Instruct-2410,D,C,-2.85546875,-3.10546875,-0.44873046875,-1.3701171875,False
26,mistralai/Ministral-8B-Instruct-2410,A,D,-1.111328125,-1.955078125,-1.642578125,-1.095703125,False
26,mistralai/Ministral-8B-Instruct-2410,B,B,-1.9697265625,-0.7509765625,-2.626953125,-1.1572265625,True
26,mistralai/Ministral-8B-Instruct-2410,C,C,-3.37109375,-3.38671875,-0.08905029296875,-4.16796875,True
26,mistralai/Ministral-8B-Instruct-2410,D,D,-2.224609375,-2.755859375,-1.8798828125,-0.395751953125,True
27,mistralai/Ministral-8B-Instruct-2410,A,A,-0.5029296875,-1.7216796875,-2.73828125,-1.9091796875,True
27,mistralai/Ministral-8B-Instruct-2410,B,B,-1.248046875,-1.060546875,-1.826171875,-1.607421875,True
27,mistralai/Ministral-8B-Instruct-2410,C,A,-0.98974609375,-2.037109375,-1.552734375,-1.271484375,False
27,mistralai/Ministral-8B-Instruct-2410,D,A,-0.837890625,-1.541015625,-1.962890625,-1.587890625,False
28,mistralai/Ministral-8B-Instruct-2410,A,C,-2.296875,-1.4833984375,-0.81201171875,-1.4990234375,False
28,mistralai/Ministral-8B-Instruct-2410,B,A,-0.1839599609375,-3.02734375,-3.08984375,-2.66796875,False
28,mistralai/Ministral-8B-Instruct-2410,C,A,-0.239501953125,-3.255859375,-2.708984375,-2.271484375,False
28,mistralai/Ministral-8B-Instruct-2410,D,C,-1.0986328125,-2.162109375,-1.0048828125,-1.7236328125,False
29,mistralai/Ministral-8B-Instruct-2410,A,A,-0.10772705078125,-2.810546875,-4.515625,-3.529296875,True
29,mistralai/Ministral-8B-Instruct-2410,B,B,-3.12890625,-0.0816650390625,-3.67578125,-4.89453125,True
29,mistralai/Ministral-8B-Instruct-2410,C,C,-4.66015625,-3.00390625,-0.08184814453125,-4.01953125,True
29,mistralai/Ministral-8B-Instruct-2410,D,D,-3.1328125,-2.3359375,-3.3984375,-0.195068359375,True
30,mistralai/Ministral-8B-Instruct-2410,A,A,-0.07769775390625,-4.109375,-3.78125,-3.515625,True
30,mistralai/Ministral-8B-Instruct-2410,B,B,-4.84375,-0.07000732421875,-3.5234375,-3.6796875,True
30,mistralai/Ministral-8B-Instruct-2410,C,C,-3.541015625,-4.5546875,-0.0712890625,-3.728515625,True
30,mistralai/Ministral-8B-Instruct-2410,D,D,-3.083984375,-2.802734375,-4.67578125,-0.1302490234375,True
31,mistralai/Ministral-8B-Instruct-2410,A,D,-2.8515625,-1.3671875,-3.3828125,-0.429931640625,False
31,mistralai/Ministral-8B-Instruct-2410,B,C,-2.2734375,-3.1796875,-0.6337890625,-1.1337890625,False
31,mistralai/Ministral-8B-Instruct-2410,C,A,-0.47705078125,-1.1650390625,-3.1640625,-3.7734375,False
31,mistralai/Ministral-8B-Instruct-2410,D,A,-0.282470703125,-1.9384765625,-2.923828125,-3.095703125,False
32,mistralai/Ministral-8B-Instruct-2410,A,A,-0.037109375,-4.70703125,-3.958984375,-5.20703125,True
32,mistralai/Ministral-8B-Instruct-2410,B,B,-4.57421875,-0.04443359375,-4.49609375,-3.998046875,True
32,mistralai/Ministral-8B-Instruct-2410,C,C,-4.27734375,-5.29296875,-0.025848388671875,-5.66796875,True
32,mistralai/Ministral-8B-Instruct-2410,D,D,-3.248046875,-4.65234375,-5.29296875,-0.060150146484375,True
33,mistralai/Ministral-8B-Instruct-2410,A,B,-2.25390625,-0.221923828125,-2.94140625,-3.26953125,False
33,mistralai/Ministral-8B-Instruct-2410,B,D,-2.6328125,-3.5703125,-3.9140625,-0.1322021484375,False
33,mistralai/Ministral-8B-Instruct-2410,C,D,-2.5546875,-3.6796875,-3.4453125,-0.1492919921875,False
33,mistralai/Ministral-8B-Instruct-2410,D,C,-2.90625,-2.875,-0.156005859375,-3.484375,False
34,mistralai/Ministral-8B-Instruct-2410,A,C,-2.990234375,-1.318359375,-0.66162109375,-1.818359375,False
34,mistralai/Ministral-8B-Instruct-2410,B,D,-2.66796875,-2.43359375,-1.29296875,-0.57421875,False
34,mistralai/Ministral-8B-Instruct-2410,C,C,-1.4111328125,-1.3330078125,-1.2392578125,-1.6298828125,True
34,mistralai/Ministral-8B-Instruct-2410,D,C,-1.96875,-2.546875,-0.890625,-1.015625,False
35,mistralai/Ministral-8B-Instruct-2410,A,B,-1.9638671875,-0.8857421875,-1.7763671875,-1.2919921875,False
35,mistralai/Ministral-8B-Instruct-2410,B,C,-1.5166015625,-2.40625,-0.5009765625,-2.5,False
35,mistralai/Ministral-8B-Instruct-2410,C,C,-2.357421875,-1.4345703125,-0.466064453125,-3.294921875,True
35,mistralai/Ministral-8B-Instruct-2410,D,D,-1.9541015625,-1.2822265625,-2.814453125,-0.6572265625,True
36,mistralai/Ministral-8B-Instruct-2410,A,A,-0.0753173828125,-3.826171875,-3.591796875,-3.888671875,True
36,mistralai/Ministral-8B-Instruct-2410,B,B,-4.76171875,-0.0280303955078125,-4.73046875,-5.55859375,True
36,mistralai/Ministral-8B-Instruct-2410,C,C,-5.0390625,-5.5859375,-0.0238800048828125,-4.6328125,True
